longitude,latitude,type,name,abbrev,location,gps_code
-70.3357301410959,-18.3492061639579,mid,Chacalluta Int'l,ARI,terminal,SCAR
-13.0511704323315,20.4982706101565,mid,Atar Int'l,ATR,terminal,GQPA
-74.776555978265,10.8866775959414,mid,Ernesto Cortissoz Int'l,BAQ,terminal,SKBQ
-71.1614300869763,-41.1459976958105,mid,Teniente Luis Candelaria Int'l,BRC,terminal,SAZS
-5.06894222275311,7.73610495555032,mid,Bouaké,BYK,terminal,DIBK
-88.3082064033075,17.5360686575521,major,Philip S. W. Goldson Int'l,BZE,terminal,MZBZ
-97.5022678710298,27.7744560700823,major,Corpus Christi Int'l,CRP,terminal,KCRP
-68.9568788072761,12.1848346052019,mid,Hato Int'l,CUR,terminal,TNCC
-71.9436641449722,-13.5382186992639,major,Velazco Astete Int'l,CUZ,terminal,SPZO
39.2074715039165,-6.86672004249119,mid,Julius Nyerere Int'l,DAR,terminal,HTDA
-83.0039681417733,42.4090938431907,mid,Detroit City,DET,terminal,KDET
125.524854209182,-8.54931157414564,mid,Presidente Nicolau Lobato Int'l,DIL,terminal,WPDL
37.9002531289452,55.4141528223023,major,Moscow Domodedovo Int'l,DME,terminal,UUDD
170.200027,-45.923431,mid,Dunedin Int'l,DUD,terminal,NZDN
45.2817864197899,-12.8049474381643,mid,Dzaoudzi Pamanzi Int'l,DZA,terminal,FMCZ
-106.395714679366,31.7990860272589,mid,El Paso Int'l,ELP,terminal,KELP
44.4000630536938,40.1523679451884,major,Zvartnots Int'l,EVN,terminal,UDYZ
-97.3551348561587,32.8207529047972,major,Fort Worth Meacham Field,FTW,terminal,KFTW
-71.1461337448876,21.4421237439063,mid,JAGS McCartney Int'l,GDT,terminal,MBGT
-94.8554013876264,29.2671239212096,mid,Scholes Int'l,GLS,terminal,KGLS
29.2400534952228,-1.65831795002069,mid,Goma Int'l,GOM,terminal,FZNA
13.3724309377878,9.33068867678854,mid,Garoua Int'l,GOU,terminal,FKKR
144.805850357093,13.4926462359465,major,Antonio B. Won Pat Int'l,GUM,terminal,PGUM
-87.4083596247406,41.6177930015166,mid,Gary/Chicago Int'l,GYY,terminal,KGYY
43.2745612179616,-11.5366393829127,mid,Prince Said Ibrahim Int'l,HAH,terminal,FMCH
147.505996190408,-42.8376083694822,mid,Hobart Int'l,HBA,terminal,YMHB
160.045855129925,-9.42757566400146,mid,Honiara Int'l,HIR,terminal,AGGH
30.4451305182104,50.412808165985,mid,Kiev Zhuliany Int'l,IEV,terminal,UKKK
104.355859748002,52.2728893882244,mid and military,Irkutsk S.E.,IKT,terminal,UIII
-86.2734003650885,39.7302043703969,major,Indianapolis Int'l,IND,terminal,KIND
166.91613965882,-0.545037226856384,mid,Nauru Int'l,INU,runway,ANYN
-109.43006441001,-27.1587738388538,mid,Mataveri Int'l,IPC,terminal,SCIP
-65.0937665458812,-24.3861010775846,mid,Gob. Horacio Guzman Int'l,JUJ,terminal,SASJ
115.911979918602,28.8624891200666,mid,Nanchang Changbei Int'l,KHN,terminal,ZSCN
102.928522759265,25.1012055318456,major,Kunming Changshui Int'l,KMG,terminal,ZPPP
-1.65983106734746,53.8690819474434,major,Leeds Bradford,LBA,terminal,EGNM
9.41022337820712,0.457139229503759,mid,Libreville Leon M'ba Int'l,LBV,terminal,FOOL
1.25093205640014,6.16687362722297,mid,Lomé Tokoin,LFW,terminal,DXXX
23.9461269598944,49.8178506050005,mid and military,Lviv Danylo Halytskyi Int'l,LWO,runway,UKLL
171.281919370648,7.06811848557091,mid,Marshall Islands Int'l,MAJ,terminal,PKMJ
113.57451294862,22.1576572529634,major,Macau Int'l,MFM,terminal,VMMC
45.3036374186202,2.01635311214988,mid,Aden Adde Int'l,MGQ,runway,HCMM
